subject_id	source_language	translation_language	source_value	predicate_id	translation_value	translation_status
HP:0009781	en	en	Lester's sign	rdfs:label	Lester's sign	OFFICIAL
HP:0009783	en	en	Biceps aplasia	rdfs:label	Biceps aplasia	OFFICIAL
HP:0009784	en	en	Aplasia/Hypoplasia of the triceps	rdfs:label	Aplasia/Hypoplasia of the triceps	OFFICIAL
HP:0009785	en	en	Triceps aplasia	rdfs:label	Triceps aplasia	OFFICIAL
HP:0009786	en	en	Aplasia/Hypoplasia of the musculature of the thigh	rdfs:label	Aplasia/Hypoplasia of the musculature of the thigh	OFFICIAL
HP:0009787	en	en	Aplasia/Hypoplasia of the quadriceps	rdfs:label	Aplasia/Hypoplasia of the quadriceps	OFFICIAL
HP:0009788	en	en	Quadriceps aplasia	rdfs:label	Quadriceps aplasia	OFFICIAL
HP:0009789	en	en	Perianal abscess	rdfs:label	Perianal abscess	OFFICIAL
HP:0031292	en	en	Cutaneous abscess	rdfs:label	Cutaneous abscess	OFFICIAL
HP:0009790	en	en	Hemisacrum	rdfs:label	Hemisacrum	OFFICIAL
HP:0009791	en	en	Bifid sacrum	rdfs:label	Bifid sacrum	OFFICIAL
HP:0009792	en	en	Teratoma	rdfs:label	Teratoma	OFFICIAL
HP:0009793	en	en	Presacral teratoma	rdfs:label	Presacral teratoma	OFFICIAL
HP:0030736	en	en	Sacrococcygeal teratoma	rdfs:label	Sacrococcygeal teratoma	OFFICIAL
HP:0009794	en	en	Branchial anomaly	rdfs:label	Branchial anomaly	OFFICIAL
HP:0009795	en	en	Branchial fistula	rdfs:label	Branchial fistula	OFFICIAL
HP:0009796	en	en	Branchial cyst	rdfs:label	Branchial cyst	OFFICIAL
HP:0009797	en	en	Cholesteatoma	rdfs:label	Cholesteatoma	OFFICIAL
HP:0100799	en	en	Neoplasm of the middle ear	rdfs:label	Neoplasm of the middle ear	OFFICIAL
HP:0009800	en	en	Maternal diabetes	rdfs:label	Maternal diabetes	OFFICIAL
HP:0009802	en	en	Aplasia of the phalanges of the hand	rdfs:label	Aplasia of the phalanges of the hand	OFFICIAL
HP:0009823	en	en	Aplasia involving bones of the upper limbs	rdfs:label	Aplasia involving bones of the upper limbs	OFFICIAL
HP:0009805	en	en	Low-output congestive heart failure	rdfs:label	Low-output congestive heart failure	OFFICIAL
HP:0009806	en	en	Nephrogenic diabetes insipidus	rdfs:label	Nephrogenic diabetes insipidus	OFFICIAL
HP:0009812	en	en	Amelia involving the upper limbs	rdfs:label	Amelia involving the upper limbs	OFFICIAL
HP:0009813	en	en	Upper limb phocomelia	rdfs:label	Upper limb phocomelia	OFFICIAL
HP:0009829	en	en	Phocomelia	rdfs:label	Phocomelia	OFFICIAL
HP:0009814	en	en	Upper limb peromelia	rdfs:label	Upper limb peromelia	OFFICIAL
HP:0009828	en	en	Peromelia	rdfs:label	Peromelia	OFFICIAL
HP:0009815	en	en	Aplasia/hypoplasia of the extremities	rdfs:label	Aplasia/hypoplasia of the extremities	OFFICIAL
HP:0009825	en	en	Aplasia involving bones of the extremities	rdfs:label	Aplasia involving bones of the extremities	OFFICIAL
HP:0009818	en	en	Amelia involving the lower limbs	rdfs:label	Amelia involving the lower limbs	OFFICIAL
HP:0009819	en	en	Lower limb phocomelia	rdfs:label	Lower limb phocomelia	OFFICIAL
HP:0009820	en	en	Lower limb peromelia	rdfs:label	Lower limb peromelia	OFFICIAL
HP:0009824	en	en	Upper limb undergrowth	rdfs:label	Upper limb undergrowth	OFFICIAL
HP:0009831	en	en	Mononeuropathy	rdfs:label	Mononeuropathy	OFFICIAL
HP:0100915	en	en	Sclerosis of distal finger phalanx	rdfs:label	Sclerosis of distal finger phalanx	OFFICIAL
HP:0100916	en	en	Sclerosis of middle finger phalanx	rdfs:label	Sclerosis of middle finger phalanx	OFFICIAL
HP:0009851	en	en	Aplasia/Hypoplasia of the proximal phalanges of the hand	rdfs:label	Aplasia/Hypoplasia of the proximal phalanges of the hand	OFFICIAL
HP:0100917	en	en	Sclerosis of proximal finger phalanx	rdfs:label	Sclerosis of proximal finger phalanx	OFFICIAL
HP:0009878	en	en	Cerebellar ataxia associated with quadrupedal gait	rdfs:label	Cerebellar ataxia associated with quadrupedal gait	OFFICIAL
HP:0009879	en	en	Simplified gyral pattern	rdfs:label	Simplified gyral pattern	OFFICIAL
HP:0009885	en	en	obsolete Prenatal short stature	rdfs:label	obsolete Prenatal short stature	OFFICIAL
HP:0009886	en	en	Trichorrhexis nodosa	rdfs:label	Trichorrhexis nodosa	OFFICIAL
HP:0009888	en	en	Abnormality of secondary sexual hair	rdfs:label	Abnormality of secondary sexual hair	OFFICIAL
HP:0009891	en	en	Underdeveloped supraorbital ridges	rdfs:label	Underdeveloped supraorbital ridges	OFFICIAL
HP:0009892	en	en	Anotia	rdfs:label	Anotia	OFFICIAL
HP:0009893	en	en	Telangiectasia of the ear	rdfs:label	Telangiectasia of the ear	OFFICIAL
HP:0009894	en	en	Thickened ears	rdfs:label	Thickened ears	OFFICIAL
HP:0009895	en	en	Abnormality of the crus of the helix	rdfs:label	Abnormality of the crus of the helix	OFFICIAL
HP:0009897	en	en	Horizontal crus of helix	rdfs:label	Horizontal crus of helix	OFFICIAL
HP:0009898	en	en	Underdeveloped crus of the helix	rdfs:label	Underdeveloped crus of the helix	OFFICIAL
HP:0009899	en	en	Prominent crus of helix	rdfs:label	Prominent crus of helix	OFFICIAL
HP:0009900	en	en	Unilateral deafness	rdfs:label	Unilateral deafness	OFFICIAL
HP:0009901	en	en	Crumpled ear	rdfs:label	Crumpled ear	OFFICIAL
HP:0009903	en	en	Conjunctival nodule	rdfs:label	Conjunctival nodule	OFFICIAL
HP:0009904	en	en	Prominent ear helix	rdfs:label	Prominent ear helix	OFFICIAL
HP:0009905	en	en	Thin ear helix	rdfs:label	Thin ear helix	OFFICIAL
HP:0009907	en	en	Attached earlobe	rdfs:label	Attached earlobe	OFFICIAL
HP:0009908	en	en	Anterior creases of earlobe	rdfs:label	Anterior creases of earlobe	OFFICIAL
HP:0009909	en	en	Uplifted earlobe	rdfs:label	Uplifted earlobe	OFFICIAL
HP:0009910	en	en	Aplasia of the middle ear ossicles	rdfs:label	Aplasia of the middle ear ossicles	OFFICIAL
HP:0009911	en	en	Abnormal temporal bone morphology	rdfs:label	Abnormal temporal bone morphology	OFFICIAL
HP:0009912	en	en	Abnormal tragus morphology	rdfs:label	Abnormal tragus morphology	OFFICIAL
HP:0009913	en	en	Aplasia/Hypoplasia of the tragus	rdfs:label	Aplasia/Hypoplasia of the tragus	OFFICIAL
HP:0009914	en	en	Cyclopia	rdfs:label	Cyclopia	OFFICIAL
HP:0009915	en	en	Corneal asymmetry	rdfs:label	Corneal asymmetry	OFFICIAL
HP:0009916	en	en	Anisocoria	rdfs:label	Anisocoria	OFFICIAL
HP:0009917	en	en	Persistent pupillary membrane	rdfs:label	Persistent pupillary membrane	OFFICIAL
HP:0009918	en	en	Ectopia pupillae	rdfs:label	Ectopia pupillae	OFFICIAL
HP:0009919	en	en	Retinoblastoma	rdfs:label	Retinoblastoma	OFFICIAL
HP:0012777	en	en	Retinal neoplasm	rdfs:label	Retinal neoplasm	OFFICIAL
HP:0009920	en	en	Nevus of Ota	rdfs:label	Nevus of Ota	OFFICIAL
HP:0009921	en	en	Duane anomaly	rdfs:label	Duane anomaly	OFFICIAL
HP:0025068	en	en	Incomitant strabismus	rdfs:label	Incomitant strabismus	OFFICIAL
HP:0009922	en	en	Vascular remnant arising from the disc	rdfs:label	Vascular remnant arising from the disc	OFFICIAL
HP:0009926	en	en	Epiphora	rdfs:label	Epiphora	OFFICIAL
HP:0009927	en	en	Aplasia of the nose	rdfs:label	Aplasia of the nose	OFFICIAL
HP:0009928	en	en	Thick nasal alae	rdfs:label	Thick nasal alae	OFFICIAL
HP:0009930	en	en	Asymmetry of the nares	rdfs:label	Asymmetry of the nares	OFFICIAL
HP:0009931	en	en	Enlarged naris	rdfs:label	Enlarged naris	OFFICIAL
HP:0009932	en	en	Single naris	rdfs:label	Single naris	OFFICIAL
HP:0009933	en	en	Narrow naris	rdfs:label	Narrow naris	OFFICIAL
HP:0009934	en	en	Supernumerary naris	rdfs:label	Supernumerary naris	OFFICIAL
HP:0009936	en	en	Narrow nasal septum	rdfs:label	Narrow nasal septum	OFFICIAL
HP:0009937	en	en	Facial hirsutism	rdfs:label	Facial hirsutism	OFFICIAL
HP:0009938	en	en	Sunken cheeks	rdfs:label	Sunken cheeks	OFFICIAL
HP:0009939	en	en	Mandibular aplasia	rdfs:label	Mandibular aplasia	OFFICIAL
HP:0009940	en	en	Asymmetry of the mandible	rdfs:label	Asymmetry of the mandible	OFFICIAL
HP:0009941	en	en	Asymmetry of the mouth	rdfs:label	Asymmetry of the mouth	OFFICIAL
HP:0009998	en	en	Complete duplication of phalanx of hand	rdfs:label	Complete duplication of phalanx of hand	OFFICIAL
HP:0009999	en	en	Partial duplication of the phalanx of hand	rdfs:label	Partial duplication of the phalanx of hand	OFFICIAL
HP:0009945	en	en	Duplication of phalanx of 2nd finger	rdfs:label	Duplication of phalanx of 2nd finger	OFFICIAL
HP:0009956	en	en	Partial duplication of the phalanges of the 2nd finger	rdfs:label	Partial duplication of the phalanges of the 2nd finger	OFFICIAL
HP:0009957	en	en	Complete duplication of the phalanges of the 2nd finger	rdfs:label	Complete duplication of the phalanges of the 2nd finger	OFFICIAL
HP:0009946	en	en	Polydactyly affecting the 2nd finger	rdfs:label	Polydactyly affecting the 2nd finger	OFFICIAL
HP:0009947	en	en	Duplication of the proximal phalanx of the 2nd finger	rdfs:label	Duplication of the proximal phalanx of the 2nd finger	OFFICIAL
HP:0009954	en	en	Complete duplication of the proximal phalanx of the 2nd finger	rdfs:label	Complete duplication of the proximal phalanx of the 2nd finger	OFFICIAL
HP:0009955	en	en	Partial duplication of the proximal phalanx of the 2nd finger	rdfs:label	Partial duplication of the proximal phalanx of the 2nd finger	OFFICIAL
HP:0009948	en	en	Duplication of the distal phalanx of the 2nd finger	rdfs:label	Duplication of the distal phalanx of the 2nd finger	OFFICIAL
HP:0009950	en	en	Complete duplication of the distal phalanx of the 2nd finger	rdfs:label	Complete duplication of the distal phalanx of the 2nd finger	OFFICIAL
HP:0009951	en	en	Partial duplication of the distal phalanx of the 2nd finger	rdfs:label	Partial duplication of the distal phalanx of the 2nd finger	OFFICIAL
HP:0009949	en	en	Duplication of the middle phalanx of the 2nd finger	rdfs:label	Duplication of the middle phalanx of the 2nd finger	OFFICIAL
HP:0009952	en	en	Complete duplication of the middle phalanx of the 2nd finger	rdfs:label	Complete duplication of the middle phalanx of the 2nd finger	OFFICIAL
HP:0009953	en	en	Partial duplication of the middle phalanx of the 2nd finger	rdfs:label	Partial duplication of the middle phalanx of the 2nd finger	OFFICIAL
HP:0009958	en	en	Polydactyly affecting the 3rd finger	rdfs:label	Polydactyly affecting the 3rd finger	OFFICIAL
HP:0009959	en	en	Duplication of phalanx of 3rd finger	rdfs:label	Duplication of phalanx of 3rd finger	OFFICIAL
HP:0009960	en	en	Complete duplication of the phalanges of the 3rd finger	rdfs:label	Complete duplication of the phalanges of the 3rd finger	OFFICIAL
HP:0009961	en	en	Partial duplication of the phalanges of the 3rd finger	rdfs:label	Partial duplication of the phalanges of the 3rd finger	OFFICIAL
HP:0009962	en	en	Duplication of the distal phalanx of the 3rd finger	rdfs:label	Duplication of the distal phalanx of the 3rd finger	OFFICIAL
HP:0009965	en	en	Complete duplication of the distal phalanx of the 3rd finger	rdfs:label	Complete duplication of the distal phalanx of the 3rd finger	OFFICIAL
HP:0009968	en	en	Partial duplication of the distal phalanx of the 3rd finger	rdfs:label	Partial duplication of the distal phalanx of the 3rd finger	OFFICIAL
HP:0009963	en	en	Duplication of the middle phalanx of the 3rd finger	rdfs:label	Duplication of the middle phalanx of the 3rd finger	OFFICIAL
HP:0009966	en	en	Complete duplication of the middle phalanx of the 3rd finger	rdfs:label	Complete duplication of the middle phalanx of the 3rd finger	OFFICIAL
HP:0009969	en	en	Partial duplication of the middle phalanx of the 3rd finger	rdfs:label	Partial duplication of the middle phalanx of the 3rd finger	OFFICIAL
HP:0009964	en	en	Duplication of the proximal phalanx of the 3rd finger	rdfs:label	Duplication of the proximal phalanx of the 3rd finger	OFFICIAL
HP:0009967	en	en	Complete duplication of the proximal phalanx of the 3rd finger	rdfs:label	Complete duplication of the proximal phalanx of the 3rd finger	OFFICIAL
HP:0009970	en	en	Partial duplication of the proximal phalanx of the 3rd finger	rdfs:label	Partial duplication of the proximal phalanx of the 3rd finger	OFFICIAL
HP:0009971	en	en	Polydactyly affecting the 4th finger	rdfs:label	Polydactyly affecting the 4th finger	OFFICIAL
HP:0009972	en	en	Duplication of phalanx of 4th finger	rdfs:label	Duplication of phalanx of 4th finger	OFFICIAL
HP:0009973	en	en	Complete duplication of the phalanges of the 4th finger	rdfs:label	Complete duplication of the phalanges of the 4th finger	OFFICIAL
HP:0009974	en	en	Partial duplication of the phalanges of the 4th finger	rdfs:label	Partial duplication of the phalanges of the 4th finger	OFFICIAL
HP:0009975	en	en	Duplication of the distal phalanx of the 4th finger	rdfs:label	Duplication of the distal phalanx of the 4th finger	OFFICIAL
HP:0009978	en	en	Complete duplication of the distal phalanx of the 4th finger	rdfs:label	Complete duplication of the distal phalanx of the 4th finger	OFFICIAL
HP:0009981	en	en	Partial duplication of the distal phalanx of the 4th finger	rdfs:label	Partial duplication of the distal phalanx of the 4th finger	OFFICIAL
HP:0009976	en	en	Duplication of the middle phalanx of the 4th finger	rdfs:label	Duplication of the middle phalanx of the 4th finger	OFFICIAL
HP:0009979	en	en	Complete duplication of the middle phalanx of the 4th finger	rdfs:label	Complete duplication of the middle phalanx of the 4th finger	OFFICIAL
HP:0009982	en	en	Partial duplication of the middle phalanx of the 4th finger	rdfs:label	Partial duplication of the middle phalanx of the 4th finger	OFFICIAL
HP:0009977	en	en	Duplication of the proximal phalanx of the 4th finger	rdfs:label	Duplication of the proximal phalanx of the 4th finger	OFFICIAL
HP:0009983	en	en	Partial duplication of the proximal phalanx of the 4th finger	rdfs:label	Partial duplication of the proximal phalanx of the 4th finger	OFFICIAL
HP:0009980	en	en	Complete duplication of the proximal phalanx of the 4th finger	rdfs:label	Complete duplication of the proximal phalanx of the 4th finger	OFFICIAL
HP:0009985	en	en	Duplication of phalanx of 5th finger	rdfs:label	Duplication of phalanx of 5th finger	OFFICIAL
HP:0009986	en	en	Complete duplication of the phalanges of the 5th finger	rdfs:label	Complete duplication of the phalanges of the 5th finger	OFFICIAL
HP:0009987	en	en	Partial duplication of the phalanges of the 5th finger	rdfs:label	Partial duplication of the phalanges of the 5th finger	OFFICIAL
HP:0009988	en	en	Duplication of the distal phalanx of the 5th finger	rdfs:label	Duplication of the distal phalanx of the 5th finger	OFFICIAL
HP:0009991	en	en	Complete duplication of the distal phalanx of the 5th finger	rdfs:label	Complete duplication of the distal phalanx of the 5th finger	OFFICIAL
HP:0009994	en	en	Partial duplication of the distal phalanx of the 5th finger	rdfs:label	Partial duplication of the distal phalanx of the 5th finger	OFFICIAL
HP:0009989	en	en	Duplication of the middle phalanx of the 5th finger	rdfs:label	Duplication of the middle phalanx of the 5th finger	OFFICIAL
HP:0009992	en	en	Complete duplication of the middle phalanx of the 5th finger	rdfs:label	Complete duplication of the middle phalanx of the 5th finger	OFFICIAL
HP:0009995	en	en	Partial duplication of the middle phalanx of the 5th finger	rdfs:label	Partial duplication of the middle phalanx of the 5th finger	OFFICIAL
HP:0009990	en	en	Duplication of the proximal phalanx of the 5th finger	rdfs:label	Duplication of the proximal phalanx of the 5th finger	OFFICIAL
HP:0009993	en	en	Complete duplication of the proximal phalanx of the 5th finger	rdfs:label	Complete duplication of the proximal phalanx of the 5th finger	OFFICIAL
HP:0009996	en	en	Partial duplication of the proximal phalanx of the 5th finger	rdfs:label	Partial duplication of the proximal phalanx of the 5th finger	OFFICIAL
HP:0010014	en	en	Abnormality of the epiphysis of the 1st metacarpal	rdfs:label	Abnormality of the epiphysis of the 1st metacarpal	OFFICIAL
HP:0010015	en	en	Absent epiphysis of the 1st metacarpal	rdfs:label	Absent epiphysis of the 1st metacarpal	OFFICIAL
HP:0010016	en	en	Bracket epiphysis of the 1st metacarpal	rdfs:label	Bracket epiphysis of the 1st metacarpal	OFFICIAL
HP:0200050	en	en	Bracket metacarpal epiphyses	rdfs:label	Bracket metacarpal epiphyses	OFFICIAL
HP:0010017	en	en	Cone-shaped epiphysis of the 1st metacarpal	rdfs:label	Cone-shaped epiphysis of the 1st metacarpal	OFFICIAL
HP:0010018	en	en	Enlarged epiphysis of the 1st metacarpal	rdfs:label	Enlarged epiphysis of the 1st metacarpal	OFFICIAL
HP:0010019	en	en	Fragmentation of the epiphysis of the 1st metacarpal	rdfs:label	Fragmentation of the epiphysis of the 1st metacarpal	OFFICIAL
HP:0010020	en	en	Irregular epiphysis of the 1st metacarpal	rdfs:label	Irregular epiphysis of the 1st metacarpal	OFFICIAL
HP:0010021	en	en	Ivory epiphysis of the 1st metacarpal	rdfs:label	Ivory epiphysis of the 1st metacarpal	OFFICIAL
HP:0010022	en	en	Pseudoepiphysis of the 1st metacarpal	rdfs:label	Pseudoepiphysis of the 1st metacarpal	OFFICIAL
HP:0010023	en	en	Small epiphysis of the 1st metacarpal	rdfs:label	Small epiphysis of the 1st metacarpal	OFFICIAL
HP:0010024	en	en	Epiphyseal stippling of the first metacarpal	rdfs:label	Epiphyseal stippling of the first metacarpal	OFFICIAL
HP:0010025	en	en	Triangular epiphysis of the 1st metacarpal	rdfs:label	Triangular epiphysis of the 1st metacarpal	OFFICIAL
HP:0010026	en	en	Aplasia/Hypoplasia of the 1st metacarpal	rdfs:label	Aplasia/Hypoplasia of the 1st metacarpal	OFFICIAL
HP:0010027	en	en	Broad 1st metacarpal	rdfs:label	Broad 1st metacarpal	OFFICIAL
HP:0010028	en	en	Bullet-shaped 1st metacarpal	rdfs:label	Bullet-shaped 1st metacarpal	OFFICIAL
HP:0010029	en	en	Curved 1st metacarpal	rdfs:label	Curved 1st metacarpal	OFFICIAL
HP:0010030	en	en	Osteolytic defects of the 1st metacarpal	rdfs:label	Osteolytic defects of the 1st metacarpal	OFFICIAL
HP:0010031	en	en	Patchy sclerosis of the 1st metacarpal	rdfs:label	Patchy sclerosis of the 1st metacarpal	OFFICIAL
HP:0100914	en	en	Sclerosis of the 1st metacarpal	rdfs:label	Sclerosis of the 1st metacarpal	OFFICIAL
HP:0010033	en	en	Triangular shaped 1st metacarpal	rdfs:label	Triangular shaped 1st metacarpal	OFFICIAL
HP:0010034	en	en	Short 1st metacarpal	rdfs:label	Short 1st metacarpal	OFFICIAL
HP:0010035	en	en	Aplasia of the 1st metacarpal	rdfs:label	Aplasia of the 1st metacarpal	OFFICIAL
HP:0010048	en	en	Aplasia of metacarpal bones	rdfs:label	Aplasia of metacarpal bones	OFFICIAL
HP:0010037	en	en	Aplasia of the 2nd metacarpal	rdfs:label	Aplasia of the 2nd metacarpal	OFFICIAL
HP:0010038	en	en	Short 2nd metacarpal	rdfs:label	Short 2nd metacarpal	OFFICIAL
HP:0010039	en	en	Aplasia/Hypoplasia of the 3rd metacarpal	rdfs:label	Aplasia/Hypoplasia of the 3rd metacarpal	OFFICIAL
HP:0010040	en	en	Aplasia of the 3rd metacarpal	rdfs:label	Aplasia of the 3rd metacarpal	OFFICIAL
HP:0010041	en	en	Short 3rd metacarpal	rdfs:label	Short 3rd metacarpal	OFFICIAL
HP:0010042	en	en	Aplasia/Hypoplasia of the 4th metacarpal	rdfs:label	Aplasia/Hypoplasia of the 4th metacarpal	OFFICIAL
HP:0010043	en	en	Aplasia of the 4th metacarpal	rdfs:label	Aplasia of the 4th metacarpal	OFFICIAL
HP:0010044	en	en	Short 4th metacarpal	rdfs:label	Short 4th metacarpal	OFFICIAL
HP:0010045	en	en	Aplasia/Hypoplasia of the 5th metacarpal	rdfs:label	Aplasia/Hypoplasia of the 5th metacarpal	OFFICIAL
HP:0010046	en	en	Aplasia of the 5th metacarpal	rdfs:label	Aplasia of the 5th metacarpal	OFFICIAL
HP:0010047	en	en	Short 5th metacarpal	rdfs:label	Short 5th metacarpal	OFFICIAL
HP:0010052	en	en	Abnormal morphology of the proximal phalanx of the hallux	rdfs:label	Abnormal morphology of the proximal phalanx of the hallux	OFFICIAL
HP:0010057	en	en	Abnormal hallux phalanx morphology	rdfs:label	Abnormal hallux phalanx morphology	OFFICIAL
HP:0010053	en	en	Abnormality of the distal phalanx of the hallux	rdfs:label	Abnormality of the distal phalanx of the hallux	OFFICIAL
HP:0010182	en	en	Abnormality of the distal phalanges of the toes	rdfs:label	Abnormality of the distal phalanges of the toes	OFFICIAL
HP:0010054	en	en	Abnormality of the first metatarsal bone	rdfs:label	Abnormality of the first metatarsal bone	OFFICIAL
HP:0010056	en	en	Abnormality of the epiphyses of the hallux	rdfs:label	Abnormality of the epiphyses of the hallux	OFFICIAL
HP:0010160	en	en	Abnormal toe epiphysis morphology	rdfs:label	Abnormal toe epiphysis morphology	OFFICIAL
HP:0010058	en	en	Aplasia/Hypoplasia of the phalanges of the hallux	rdfs:label	Aplasia/Hypoplasia of the phalanges of the hallux	OFFICIAL
HP:0010173	en	en	Aplasia/Hypoplasia of the phalanges of the toes	rdfs:label	Aplasia/Hypoplasia of the phalanges of the toes	OFFICIAL
HP:0010059	en	en	Broad hallux phalanx	rdfs:label	Broad hallux phalanx	OFFICIAL
HP:0010174	en	en	Broad phalanx of the toes	rdfs:label	Broad phalanx of the toes	OFFICIAL
HP:0010060	en	en	Bullet-shaped hallux phalanx	rdfs:label	Bullet-shaped hallux phalanx	OFFICIAL
HP:0010175	en	en	Bullet-shaped toe phalanx	rdfs:label	Bullet-shaped toe phalanx	OFFICIAL
HP:0010061	en	en	Curved hallux phalanx	rdfs:label	Curved hallux phalanx	OFFICIAL
HP:0010176	en	en	Curved toe phalanx	rdfs:label	Curved toe phalanx	OFFICIAL
HP:0010062	en	en	Osteolytic defects of the phalanges of the hallux	rdfs:label	Osteolytic defects of the phalanges of the hallux	OFFICIAL
HP:0010063	en	en	Patchy sclerosis of hallux phalanx	rdfs:label	Patchy sclerosis of hallux phalanx	OFFICIAL
HP:0010178	en	en	Patchy sclerosis of toe phalanx	rdfs:label	Patchy sclerosis of toe phalanx	OFFICIAL
HP:0100930	en	en	Sclerosis of hallux phalanx	rdfs:label	Sclerosis of hallux phalanx	OFFICIAL
HP:0010064	en	en	Symphalangism affecting the phalanges of the hallux	rdfs:label	Symphalangism affecting the phalanges of the hallux	OFFICIAL
HP:0010065	en	en	Triangular shaped phalanges of the hallux	rdfs:label	Triangular shaped phalanges of the hallux	OFFICIAL
HP:0010180	en	en	Triangular shaped phalanges of the toes	rdfs:label	Triangular shaped phalanges of the toes	OFFICIAL
HP:0010066	en	en	Duplication of phalanx of hallux	rdfs:label	Duplication of phalanx of hallux	OFFICIAL
HP:0010100	en	en	Complete duplication of hallux phalanx	rdfs:label	Complete duplication of hallux phalanx	OFFICIAL
HP:0010101	en	en	Partial duplication of the phalanges of the hallux	rdfs:label	Partial duplication of the phalanges of the hallux	OFFICIAL
HP:0010181	en	en	Duplication of phalanx of toe	rdfs:label	Duplication of phalanx of toe	OFFICIAL
HP:0010067	en	en	Aplasia/hypoplasia of the 1st metatarsal	rdfs:label	Aplasia/hypoplasia of the 1st metatarsal	OFFICIAL
HP:0010068	en	en	Broad first metatarsal	rdfs:label	Broad first metatarsal	OFFICIAL
HP:0010069	en	en	Bullet-shaped 1st metatarsal	rdfs:label	Bullet-shaped 1st metatarsal	OFFICIAL
HP:0010070	en	en	Curved 1st metatarsal	rdfs:label	Curved 1st metatarsal	OFFICIAL
HP:0010071	en	en	Osteolytic defects of the 1st metatarsal	rdfs:label	Osteolytic defects of the 1st metatarsal	OFFICIAL
HP:0010072	en	en	Patchy sclerosis of the 1st metatarsal	rdfs:label	Patchy sclerosis of the 1st metatarsal	OFFICIAL
HP:0010208	en	en	Patchy sclerosis of proximal toe phalanx	rdfs:label	Patchy sclerosis of proximal toe phalanx	OFFICIAL
HP:0100945	en	en	Sclerosis of the 1st metatarsal	rdfs:label	Sclerosis of the 1st metatarsal	OFFICIAL
HP:0010073	en	en	Synostosis involving the 1st metatarsal	rdfs:label	Synostosis involving the 1st metatarsal	OFFICIAL
HP:0010074	en	en	Triangular shaped 1st metatarsal	rdfs:label	Triangular shaped 1st metatarsal	OFFICIAL
HP:0010075	en	en	Duplication of the 1st metatarsal	rdfs:label	Duplication of the 1st metatarsal	OFFICIAL
HP:0010098	en	en	Complete duplication of the 1st metatarsal	rdfs:label	Complete duplication of the 1st metatarsal	OFFICIAL
HP:0010099	en	en	Partial duplication of the 1st metatarsal	rdfs:label	Partial duplication of the 1st metatarsal	OFFICIAL
HP:0010076	en	en	Aplasia/Hypoplasia of the distal phalanx of the hallux	rdfs:label	Aplasia/Hypoplasia of the distal phalanx of the hallux	OFFICIAL
HP:0010077	en	en	Broad distal phalanx of the hallux	rdfs:label	Broad distal phalanx of the hallux	OFFICIAL
HP:0010186	en	en	Broad distal phalanx of the toes	rdfs:label	Broad distal phalanx of the toes	OFFICIAL
HP:0010078	en	en	Bullet-shaped distal phalanx of the hallux	rdfs:label	Bullet-shaped distal phalanx of the hallux	OFFICIAL
HP:0010187	en	en	Bullet-shaped distal toe phalanx	rdfs:label	Bullet-shaped distal toe phalanx	OFFICIAL
HP:0010079	en	en	Curved distal phalanx of the hallux	rdfs:label	Curved distal phalanx of the hallux	OFFICIAL
HP:0010188	en	en	Curved distal toe phalanx	rdfs:label	Curved distal toe phalanx	OFFICIAL
HP:0010080	en	en	Osteolytic defects of the distal phalanx of the hallux	rdfs:label	Osteolytic defects of the distal phalanx of the hallux	OFFICIAL
HP:0010081	en	en	Patchy sclerosis of the distal phalanx of the hallux	rdfs:label	Patchy sclerosis of the distal phalanx of the hallux	OFFICIAL
HP:0010190	en	en	Patchy sclerosis of distal toe phalanx	rdfs:label	Patchy sclerosis of distal toe phalanx	OFFICIAL
HP:0100944	en	en	Sclerosis of the distal phalanx of the hallux	rdfs:label	Sclerosis of the distal phalanx of the hallux	OFFICIAL
HP:0010082	en	en	Symphalangism affecting the distal phalanx of the hallux	rdfs:label	Symphalangism affecting the distal phalanx of the hallux	OFFICIAL
HP:0010091	en	en	Symphalangism affecting the proximal phalanx of the hallux	rdfs:label	Symphalangism affecting the proximal phalanx of the hallux	OFFICIAL
HP:0010191	en	en	Symphalangism affecting the distal phalanges of the toes	rdfs:label	Symphalangism affecting the distal phalanges of the toes	OFFICIAL
HP:0010083	en	en	Triangular shaped distal phalanx of the hallux	rdfs:label	Triangular shaped distal phalanx of the hallux	OFFICIAL
HP:0010192	en	en	Triangular shaped distal phalanges of the toes	rdfs:label	Triangular shaped distal phalanges of the toes	OFFICIAL
HP:0010084	en	en	Duplication of the distal phalanx of the hallux	rdfs:label	Duplication of the distal phalanx of the hallux	OFFICIAL
HP:0010096	en	en	Complete duplication of the distal phalanx of the hallux	rdfs:label	Complete duplication of the distal phalanx of the hallux	OFFICIAL
HP:0010097	en	en	Partial duplication of the distal phalanx of the hallux	rdfs:label	Partial duplication of the distal phalanx of the hallux	OFFICIAL
HP:0010193	en	en	Duplication of distal phalanx of toe	rdfs:label	Duplication of distal phalanx of toe	OFFICIAL
HP:0010085	en	en	Aplasia/Hypoplasia of the proximal phalanx of the hallux	rdfs:label	Aplasia/Hypoplasia of the proximal phalanx of the hallux	OFFICIAL
HP:0010194	en	en	Aplasia/Hypoplasia of the middle phalanges of the toes	rdfs:label	Aplasia/Hypoplasia of the middle phalanges of the toes	OFFICIAL
HP:0010086	en	en	Broad proximal phalanx of the hallux	rdfs:label	Broad proximal phalanx of the hallux	OFFICIAL
